Customer ID,sales_id,product_id,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Country,Location,Size,Color,Season,Year,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Discount value
2736,12736,P001-SK22-M,46,Female,Skirt,Clothing,29,USA,California,M,Yellow,Spring,2023,3,No,Express,No,0,Credit Card,0
2737,12737,P001-H16-M,44,Female,Hoodie,Clothing,25,USA,Montana,M,Pink,Spring,2023,4.8,No,Store Pickup,No,0,Credit Card,0
2738,12738,P002-J10-S,57,Female,Jewelry,Accessories,76,USA,North Carolina,S,Indigo,Spring,2023,4.4,No,Free Shipping,Yes,0,Cash,10
2739,12739,P003-SNK5-M,50,Female,Sneakers,Footwear,81,USA,Ohio,M,Charcoal,Summer,2023,4.3,No,2-Day Shipping,Yes,0,Debit Card,10
2740,12740,P001-S3-XL,33,Female,Shirt,Clothing,80,USA,Alaska,XL,Blue,Winter,2023,2.5,No,Store Pickup,Yes,39,Credit Card,10
2741,12741,P002-SG11-M,19,Female,Sunglasses,Accessories,70,USA,Pennsylvania,M,Lavender,Summer,2023,4.9,No,Free Shipping,Yes,0,Bank Transfer,10
2742,12742,P001-D22-L,68,Female,Dress,Clothing,81,USA,Maine,L,Yellow,Fall,2023,4.9,No,2-Day Shipping,Yes,0,Debit Card,10
2743,12743,P003-SH2-M,27,Female,Shoes,Footwear,86,USA,Texas,M,Black,Spring,2023,3.9,No,Free Shipping,No,47,Debit Card,0
2744,12744,P002-BLT1-S,61,Female,Belt,Accessories,94,USA,New Jersey,S,Beige,Fall,2023,4.1,No,2-Day Shipping,No,17,Debit Card,0
2745,12745,P001-S18-M,38,Female,Shirt,Clothing,66,USA,Wyoming,M,Silver,Winter,2023,3.3,No,Store Pickup,Yes,40,Credit Card,20
2746,12746,P003-B12-M,28,Female,Boots,Footwear,98,USA,Michigan,M,Magenta,Summer,2023,4.1,No,Standard,Yes,0,Credit Card,50
2747,12747,P001-H25-M,39,Female,Hoodie,Clothing,25,USA,Ohio,M,Orange,Fall,2023,3.7,No,Standard,No,0,Cash,0
2748,12748,P001-J19-M,18,Female,Jeans,Clothing,62,USA,West Virginia,M,Teal,Winter,2023,3.1,No,Free Shipping,No,21,Credit Card,0
2749,12749,P004-J20-L,24,Male,Jacket,Outerwear,98,USA,Virginia,L,Turquoise,Spring,2023,3,No,Free Shipping,Yes,16,Debit Card,10
2750,12750,P004-J6-M,64,Female,Jacket,Outerwear,53,USA,Vermont,M,Cyan,Spring,2023,3.4,No,Standard,No,15,Bank Transfer,0
2751,12751,P003-SD16-L,51,Female,Sandals,Footwear,66,USA,Alaska,L,Pink,Spring,2023,2.7,No,2-Day Shipping,No,0,Cash,0
2752,12752,P001-D10-S,27,Female,Dress,Clothing,52,USA,Minnesota,S,Indigo,Fall,2023,3.1,No,Free Shipping,Yes,0,Debit Card,10
2753,12753,P001-SW15-S,48,Female,Sweater,Clothing,64,USA,Colorado,S,Peach,Winter,2023,4,No,Free Shipping,Yes,0,Debit Card,10
2754,12754,P002-G1-M,69,Male,Gloves,Accessories,59,USA,Rhode Island,M,Beige,Spring,2023,3.6,No,Next Day Air,No,0,Credit Card,0
2755,12755,P002-SG7-L,59,Female,Sunglasses,Accessories,61,USA,New Jersey,L,Gold,Summer,2023,3.6,No,Free Shipping,No,0,Debit Card,0
2756,12756,P002-BLT10-M,59,Female,Belt,Accessories,97,USA,Nevada,M,Indigo,Winter,2023,3.3,No,Store Pickup,No,0,Credit Card,0
2757,12757,P002-HT21-L,0,Female,Hat,Accessories,23,USA,Minnesota,L,Violet,Winter,2023,4.1,No,Free Shipping,No,0,Cash,0
2758,12758,P002-HT4-XL,39,Female,Hat,Accessories,98,USA,Delaware,XL,Brown,Fall,2023,4.3,No,Next Day Air,No,0,Debit Card,0
2759,12759,P001-B24-M,32,Female,Blouse,Clothing,98,USA,Illinois,M,Purple,Summer,2023,3.2,No,Standard,Yes,0,Bank Transfer,20
2760,12760,P003-SH20-M,68,Male,Shoes,Footwear,59,USA,Washington,M,Turquoise,Summer,2023,3.9,No,Free Shipping,No,42,Cash,0
2761,12761,P001-SK21-S,41,Not Available,Skirt,Clothing,82,USA,Alaska,S,Violet,Fall,2023,5,No,Next Day Air,No,0,Credit Card,0
2762,12762,P003-SNK24-M,31,Female,Sneakers,Footwear,82,USA,Michigan,M,Purple,Fall,2023,3.4,No,Next Day Air,No,0,Credit Card,0
2763,12763,P001-TSHT5-M,58,Male,T-shirt,Clothing,41,USA,Georgia,M,Charcoal,Fall,2023,3.8,No,Store Pickup,No,10,Debit Card,0
2764,12764,P002-HB9-M,28,Female,Handbag,Accessories,52,USA,West Virginia,M,Green,Fall,2023,2.9,No,2-Day Shipping,No,0,Debit Card,0
2765,12765,P001-SW23-XL,63,Female,Sweater,Clothing,41,USA,Arizona,XL,White,Spring,2023,2.6,No,Next Day Air,No,0,Debit Card,0
2766,12766,P002-G24-M,64,Male,Gloves,Accessories,70,USA,Colorado,M,Purple,Summer,2023,4.3,No,2-Day Shipping,No,0,Credit Card,0
2767,12767,P001-D6-M,66,Female,Dress,Clothing,91,USA,Tennessee,M,Cyan,Winter,2023,2.8,No,Standard,No,0,Credit Card,0
2768,12768,P001-D9-M,31,Not Available,Dress,Clothing,95,USA,Iowa,M,Green,Spring,2023,4.5,No,Free Shipping,Yes,0,Cash,20
2769,12769,P001-B1-M,55,Female,Blouse,Clothing,25,USA,Kansas,M,Beige,Spring,2023,3.8,No,2-Day Shipping,No,28,Cash,0
2770,12770,P001-S11-L,32,Female,Shirt,Clothing,89,USA,Oklahoma,L,Lavender,Fall,2023,3,No,Standard,No,13,Cash,0
2771,12771,P003-B3-S,50,Female,Boots,Footwear,44,USA,Nebraska,S,Blue,Fall,2023,3.3,No,Express,Yes,0,Bank Transfer,10
2772,12772,P004-J1-S,58,Female,Jacket,Outerwear,52,USA,Maryland,S,Beige,Summer,2023,3.1,No,2-Day Shipping,No,0,Bank Transfer,0
2773,12773,P002-BKPK3-L,18,Female,Backpack,Accessories,94,USA,Pennsylvania,L,Blue,Spring,2023,3.5,No,Store Pickup,No,10,Bank Transfer,0
2774,12774,P001-P13-S,39,Male,Pants,Clothing,98,USA,Arizona,S,Maroon,Spring,2023,4.6,No,Express,Yes,0,Bank Transfer,20
2775,12775,P003-B22-L,56,Not Available,Boots,Footwear,40,USA,Oklahoma,L,Yellow,Fall,2023,4.1,No,Standard,Yes,42,Credit Card,10
2776,12776,P001-SO17-L,37,Female,Socks,Clothing,25,USA,Montana,L,Red,Fall,2023,3.6,No,Free Shipping,No,0,Debit Card,0
2777,12777,P002-SCF9-L,46,Male,Scarf,Accessories,62,USA,Wyoming,L,Green,Fall,2023,2.9,No,Free Shipping,No,0,Bank Transfer,0
2778,12778,P001-B12-M,0,Female,Blouse,Clothing,24,USA,Idaho,M,Magenta,Fall,2023,4.8,No,Standard,No,0,Credit Card,0
2779,12779,P002-BLT22-L,0,Female,Belt,Accessories,57,USA,Pennsylvania,L,Yellow,Spring,2023,3.2,No,Standard,Yes,0,Credit Card,20
2780,12780,P002-SG3-L,61,Female,Sunglasses,Accessories,66,USA,Montana,L,Blue,Winter,2023,4.3,No,Express,Yes,14,Credit Card,10
2781,12781,P003-B5-M,33,Female,Boots,Footwear,70,USA,Ohio,M,Charcoal,Winter,2023,4.1,No,Next Day Air,No,29,Cash,0
2782,12782,P003-SD3-M,65,Female,Sandals,Footwear,39,USA,Mississippi,M,Blue,Spring,2023,4.6,No,Standard,Yes,0,Cash,10
2783,12783,P002-G6-S,41,Female,Gloves,Accessories,34,USA,Idaho,S,Cyan,Spring,2023,3.8,No,Free Shipping,No,30,Credit Card,0
2784,12784,P001-SK18-M,19,Female,Skirt,Clothing,38,USA,Virginia,M,Silver,Spring,2023,4.5,No,Next Day Air,No,26,Credit Card,0
2785,12785,P001-SK2-M,33,Female,Skirt,Clothing,70,USA,Idaho,M,Black,Winter,2023,3.1,No,Express,No,0,Cash,0
2786,12786,P001-B9-S,53,Female,Blouse,Clothing,80,USA,Louisiana,S,Green,Summer,2023,2.9,No,Next Day Air,Yes,0,Bank Transfer,20
2787,12787,P002-HB21-M,54,Female,Handbag,Accessories,51,USA,Colorado,M,Violet,Spring,2023,3.8,No,Next Day Air,Yes,0,Debit Card,10
2788,12788,P003-B16-XL,36,Female,Boots,Footwear,79,USA,West Virginia,XL,Pink,Spring,2023,4.1,No,Next Day Air,Yes,0,Debit Card,20
2789,12789,P003-B14-M,56,Female,Boots,Footwear,92,USA,Rhode Island,M,Olive,Summer,2023,3.1,No,Free Shipping,No,0,Credit Card,0
2790,12790,P001-SW25-L,28,Female,Sweater,Clothing,85,USA,North Carolina,L,Orange,Fall,2023,5,No,Express,No,28,Credit Card,0
2791,12791,P001-SO2-M,34,Female,Socks,Clothing,63,USA,Maine,M,Black,Spring,2023,4.5,No,Free Shipping,Yes,0,Debit Card,10
2792,12792,P002-G22-M,43,Female,Gloves,Accessories,60,USA,Iowa,M,Yellow,Fall,2023,2.8,No,Express,No,0,Debit Card,0
2793,12793,P001-SHTS21-L,54,Female,Shorts,Clothing,44,USA,Kentucky,L,Violet,Winter,2023,3.2,No,Express,No,0,Credit Card,0
2794,12794,P003-B18-M,37,Female,Boots,Footwear,57,USA,Massachusetts,M,Silver,Spring,2023,3.1,No,Standard,No,0,Debit Card,0
2795,12795,P004-J7-M,33,Female,Jacket,Outerwear,24,USA,New York,M,Gold,Fall,2023,3.3,No,Standard,No,0,Cash,0
2796,12796,P002-SCF12-M,33,Female,Scarf,Accessories,35,USA,Nebraska,M,Magenta,Winter,2023,3.4,No,Store Pickup,No,0,Debit Card,0
2797,12797,P004-J17-M,55,Not Available,Jacket,Outerwear,73,USA,Oklahoma,M,Red,Winter,2023,3.8,No,Store Pickup,No,21,Cash,0
2798,12798,P002-J9-M,63,Female,Jewelry,Accessories,42,USA,Oklahoma,M,Green,Winter,2023,3.5,No,Express,No,0,Debit Card,0
2799,12799,P001-H17-XL,52,Female,Hoodie,Clothing,20,USA,Rhode Island,XL,Red,Winter,2023,4.8,No,Store Pickup,No,0,Credit Card,0
2800,12800,P001-TSHT16-L,0,Female,T-shirt,Clothing,89,USA,Maine,L,Pink,Spring,2023,3.9,No,Free Shipping,No,0,Bank Transfer,0
2801,12801,P001-S21-L,70,Female,Shirt,Clothing,76,USA,Arkansas,L,Violet,Fall,2023,3.4,No,Free Shipping,No,0,Cash,0
2802,12802,P001-S10-M,64,Male,Shirt,Clothing,56,USA,New Mexico,M,Indigo,Winter,2023,2.6,No,Express,No,0,Credit Card,0
2803,12803,P004-C17-L,22,Female,Coat,Outerwear,100,USA,Hawaii,L,Red,Fall,2023,3.1,No,Store Pickup,No,0,Credit Card,0
2804,12804,P001-TSHT21-M,46,Female,T-shirt,Clothing,44,USA,Idaho,M,Violet,Winter,2023,3.3,No,Free Shipping,No,0,Bank Transfer,0
2805,12805,P001-H6-M,65,Male,Hoodie,Clothing,76,USA,South Carolina,M,Cyan,Spring,2023,2.8,No,Standard,No,0,Bank Transfer,0
2806,12806,P002-SG2-S,18,Female,Sunglasses,Accessories,97,USA,Nevada,S,Black,Fall,2023,4.3,No,Standard,Yes,48,Cash,50
2807,12807,P001-B24-L,45,Female,Blouse,Clothing,39,USA,South Carolina,L,Purple,Spring,2023,2.7,No,Standard,No,0,Credit Card,0
2808,12808,P001-H5-M,56,Female,Hoodie,Clothing,100,USA,Maryland,M,Charcoal,Spring,2023,4.4,No,2-Day Shipping,No,0,Debit Card,0
2809,12809,P001-SK1-M,49,Female,Skirt,Clothing,62,USA,Tennessee,M,Beige,Spring,2023,3.9,No,Free Shipping,No,0,Credit Card,0
2810,12810,P001-SHTS19-XL,66,Female,Shorts,Clothing,98,USA,Arkansas,XL,Teal,Summer,2023,3,No,Standard,No,0,Debit Card,0
2811,12811,P001-J24-M,27,Male,Jeans,Clothing,31,USA,Arizona,M,Purple,Summer,2023,4,No,Standard,No,10,Debit Card,0
2812,12812,P004-J3-M,69,Female,Jacket,Outerwear,89,USA,Ohio,M,Blue,Fall,2023,3.7,No,Store Pickup,No,0,Credit Card,0
2813,12813,P001-H12-XL,66,Female,Hoodie,Clothing,91,USA,North Dakota,XL,Magenta,Fall,2023,3.8,No,Store Pickup,No,1,Credit Card,0
2814,12814,P001-S13-S,45,Female,Shirt,Clothing,50,USA,Vermont,S,Maroon,Summer,2023,3.3,No,2-Day Shipping,Yes,39,Debit Card,10
2815,12815,P001-TSHT7-L,31,Female,T-shirt,Clothing,32,USA,Minnesota,L,Gold,Winter,2023,3.6,No,Standard,No,14,Bank Transfer,0
2816,12816,P001-B2-L,33,Female,Blouse,Clothing,67,USA,Idaho,L,Black,Fall,2023,3.9,No,Free Shipping,No,40,Debit Card,0
2817,12817,P001-SK2-M,43,Female,Skirt,Clothing,28,USA,Maryland,M,Black,Spring,2023,3.5,No,Free Shipping,No,0,Debit Card,0
2818,12818,P002-BKPK22-XL,25,Female,Backpack,Accessories,65,USA,South Carolina,XL,Yellow,Winter,2023,3.4,No,Standard,Yes,6,Debit Card,10
2819,12819,P001-SHTS20-M,0,Female,Shorts,Clothing,73,USA,California,M,Turquoise,Fall,2023,4.7,No,Next Day Air,No,0,Debit Card,0
2820,12820,P001-S11-L,67,Female,Shirt,Clothing,27,USA,Georgia,L,Lavender,Spring,2023,3,No,Free Shipping,No,19,Cash,0
2821,12821,P002-BKPK22-L,26,Female,Backpack,Accessories,89,USA,Vermont,L,Yellow,Summer,2023,3.9,No,Free Shipping,Yes,0,Cash,50
2822,12822,P003-SH14-L,35,Female,Shoes,Footwear,72,USA,Georgia,L,Olive,Summer,2023,4.5,No,Standard,No,0,Debit Card,0
2823,12823,P001-SK4-S,61,Female,Skirt,Clothing,37,USA,New Jersey,S,Brown,Fall,2023,4.1,No,Standard,Yes,0,Cash,20
2824,12824,P001-D14-M,26,Female,Dress,Clothing,63,USA,Utah,M,Olive,Summer,2023,4.5,No,Standard,Yes,0,Debit Card,10
2825,12825,P002-HT24-M,0,Female,Hat,Accessories,90,USA,Utah,M,Purple,Fall,2023,4,No,Free Shipping,Yes,0,Debit Card,10
2826,12826,P002-HB22-M,69,Female,Handbag,Accessories,62,USA,North Carolina,M,Yellow,Winter,2023,4.3,No,2-Day Shipping,No,0,Bank Transfer,0
2827,12827,P002-HB4-L,32,Female,Handbag,Accessories,43,USA,Florida,L,Brown,Fall,2023,3.6,No,Express,Yes,0,Debit Card,10
2828,12828,P001-B12-M,20,Female,Blouse,Clothing,96,USA,Wisconsin,M,Magenta,Fall,2023,3.1,No,Next Day Air,No,11,Bank Transfer,0
2829,12829,P002-SCF11-L,25,Female,Scarf,Accessories,83,USA,Tennessee,L,Lavender,Fall,2023,2.6,No,Standard,No,0,Cash,0
2830,12830,P002-J19-XL,56,Female,Jewelry,Accessories,67,USA,Arizona,XL,Teal,Fall,2023,3.4,No,Next Day Air,Yes,0,Cash,10
2831,12831,P001-SK6-L,63,Female,Skirt,Clothing,90,USA,Oregon,L,Cyan,Spring,2023,2.9,No,Store Pickup,No,0,Debit Card,0
2832,12832,P001-H16-L,0,Male,Hoodie,Clothing,53,USA,Virginia,L,Pink,Winter,2023,5,No,Express,No,0,Credit Card,0
2833,12833,P002-SCF12-M,29,Female,Scarf,Accessories,37,USA,Maryland,M,Magenta,Summer,2023,4.6,No,Standard,No,0,Credit Card,0
2834,12834,P001-J19-M,43,Female,Jeans,Clothing,56,USA,Arkansas,M,Teal,Fall,2023,3.3,No,Free Shipping,No,19,Cash,0
2835,12835,P004-J10-M,39,Female,Jacket,Outerwear,43,USA,Texas,M,Indigo,Fall,2023,2.9,No,2-Day Shipping,Yes,17,Credit Card,20
2836,12836,P001-TSHT16-S,33,Female,T-shirt,Clothing,84,USA,Vermont,S,Pink,Winter,2023,4.9,No,Free Shipping,No,0,Debit Card,0
2837,12837,P001-P5-M,51,Female,Pants,Clothing,50,USA,Wyoming,M,Charcoal,Winter,2023,5,No,2-Day Shipping,Yes,0,Cash,10
2838,12838,P003-SH4-M,65,Female,Shoes,Footwear,88,USA,Alabama,M,Brown,Summer,2023,4.5,No,Express,Yes,44,Debit Card,10
2839,12839,P004-J3-M,51,Female,Jacket,Outerwear,50,USA,Maine,M,Blue,Fall,2023,3.7,No,Free Shipping,No,0,Bank Transfer,0
2840,12840,P002-SCF19-L,0,Female,Scarf,Accessories,80,USA,South Dakota,L,Teal,Summer,2023,2.8,No,Store Pickup,No,0,Bank Transfer,0
2841,12841,P001-TSHT16-L,40,Female,T-shirt,Clothing,47,USA,West Virginia,L,Pink,Spring,2023,3.5,No,Store Pickup,Yes,0,Cash,10
2842,12842,P001-D12-XL,19,Female,Dress,Clothing,33,USA,Ohio,XL,Magenta,Winter,2023,3,No,2-Day Shipping,No,0,Cash,0
2843,12843,P004-C9-L,28,Female,Coat,Outerwear,100,USA,Arizona,L,Green,Fall,2023,4.3,No,Standard,No,0,Debit Card,0
2844,12844,P001-SW23-M,51,Female,Sweater,Clothing,26,USA,Ohio,M,White,Summer,2023,3.6,No,Store Pickup,Yes,0,Debit Card,10
2845,12845,P002-HT10-M,0,Female,Hat,Accessories,79,USA,New Mexico,M,Indigo,Summer,2023,4.4,No,Standard,Yes,0,Debit Card,10
2846,12846,P002-BKPK11-L,26,Female,Backpack,Accessories,77,USA,South Dakota,L,Lavender,Summer,2023,4.1,No,Express,No,0,Debit Card,0
2847,12847,P001-SO2-XL,50,Female,Socks,Clothing,36,USA,Oklahoma,XL,Black,Fall,2023,2.8,No,Next Day Air,No,0,Cash,0
2848,12848,P002-J5-L,68,Female,Jewelry,Accessories,21,USA,Connecticut,L,Charcoal,Winter,2023,2.8,No,Free Shipping,No,0,Cash,0
2849,12849,P003-B8-L,33,Female,Boots,Footwear,72,USA,Wisconsin,L,Gray,Fall,2023,4.9,No,Store Pickup,No,0,Bank Transfer,0
2850,12850,P004-C7-M,56,Female,Coat,Outerwear,25,USA,New Hampshire,M,Gold,Spring,2023,4.1,No,Express,No,0,Debit Card,0
2851,12851,P001-SW18-M,0,Female,Sweater,Clothing,79,USA,Nebraska,M,Silver,Spring,2023,3,No,Store Pickup,No,36,Debit Card,0
2852,12852,P001-B19-L,58,Female,Blouse,Clothing,73,USA,Nevada,L,Teal,Summer,2023,3,No,Store Pickup,No,42,Debit Card,0
2853,12853,P002-BLT12-M,40,Male,Belt,Accessories,71,USA,New York,M,Magenta,Spring,2023,3,No,Store Pickup,No,0,Debit Card,0
2854,12854,P002-HT12-M,37,Female,Hat,Accessories,48,USA,Pennsylvania,M,Magenta,Winter,2023,3.2,No,Next Day Air,No,0,Credit Card,0
2855,12855,P003-SD1-M,36,Female,Sandals,Footwear,28,USA,Delaware,M,Beige,Fall,2023,2.7,No,Store Pickup,No,0,Debit Card,0
2856,12856,P003-B13-S,29,Female,Boots,Footwear,95,USA,Mississippi,S,Maroon,Winter,2023,3.8,No,2-Day Shipping,No,0,Credit Card,0
2857,12857,P004-J10-M,65,Female,Jacket,Outerwear,48,USA,Iowa,M,Indigo,Winter,2023,3.5,No,2-Day Shipping,No,31,Credit Card,0
2858,12858,P001-D13-S,44,Female,Dress,Clothing,93,USA,Utah,S,Maroon,Spring,2023,3.8,No,Next Day Air,Yes,0,Debit Card,10
2859,12859,P001-J19-L,34,Female,Jeans,Clothing,87,USA,Maryland,L,Teal,Summer,2023,3.8,No,2-Day Shipping,No,46,Bank Transfer,0
2860,12860,P001-SHTS22-L,31,Female,Shorts,Clothing,32,USA,Utah,L,Yellow,Fall,2023,3.4,No,Express,Yes,0,Bank Transfer,10
2861,12861,P001-S7-M,28,Female,Shirt,Clothing,38,USA,Rhode Island,M,Gold,Spring,2023,2.9,No,Next Day Air,No,49,Bank Transfer,0
2862,12862,P004-C19-M,66,Female,Coat,Outerwear,54,USA,Maryland,M,Teal,Fall,2023,3.4,No,Free Shipping,No,27,Credit Card,0
2863,12863,P004-C21-S,68,Female,Coat,Outerwear,75,USA,Hawaii,S,Violet,Summer,2023,4.7,No,Store Pickup,No,5,Bank Transfer,0
2864,12864,P001-TSHT22-M,0,Female,T-shirt,Clothing,56,USA,Connecticut,M,Yellow,Fall,2023,3.9,No,2-Day Shipping,Yes,0,Debit Card,10
2865,12865,P001-SW13-S,58,Female,Sweater,Clothing,43,USA,Illinois,S,Maroon,Fall,2023,3.6,No,Store Pickup,Yes,31,Debit Card,10
2866,12866,P001-SK18-M,28,Female,Skirt,Clothing,97,USA,California,M,Silver,Fall,2023,3.7,No,Free Shipping,No,27,Cash,0
2867,12867,P001-B21-S,54,Female,Blouse,Clothing,75,USA,Connecticut,S,Violet,Summer,2023,3.1,No,Free Shipping,No,0,Cash,0
2868,12868,P003-SNK23-L,21,Female,Sneakers,Footwear,55,USA,Colorado,L,White,Summer,2023,4.9,No,Next Day Air,No,0,Cash,0
2869,12869,P002-BKPK2-M,45,Female,Backpack,Accessories,49,USA,Colorado,M,Black,Winter,2023,2.6,No,Next Day Air,No,0,Cash,0
2870,12870,P001-SO23-M,57,Not Available,Socks,Clothing,58,USA,Georgia,M,White,Summer,2023,4.2,No,Standard,No,0,Bank Transfer,0
2871,12871,P002-J3-M,47,Female,Jewelry,Accessories,34,USA,North Dakota,M,Blue,Winter,2023,4.8,No,Free Shipping,Yes,49,Debit Card,10
2872,12872,P001-SHTS2-S,46,Female,Shorts,Clothing,43,USA,Idaho,S,Black,Summer,2023,2.7,No,2-Day Shipping,No,0,Debit Card,0
2873,12873,P002-J14-L,63,Female,Jewelry,Accessories,48,USA,Connecticut,L,Olive,Fall,2023,2.6,No,Next Day Air,No,0,Cash,0
2874,12874,P001-SW19-M,0,Female,Sweater,Clothing,40,USA,Montana,M,Teal,Spring,2023,2.6,No,Free Shipping,No,0,Bank Transfer,0
2875,12875,P001-S18-L,36,Female,Shirt,Clothing,29,USA,Colorado,L,Silver,Summer,2023,3.1,No,Standard,No,0,Debit Card,0
2876,12876,P001-P16-M,24,Female,Pants,Clothing,81,USA,Kentucky,M,Pink,Fall,2023,2.6,No,Free Shipping,No,14,Debit Card,0
2877,12877,P001-H5-M,65,Female,Hoodie,Clothing,84,USA,New Mexico,M,Charcoal,Spring,2023,3.4,No,2-Day Shipping,Yes,5,Bank Transfer,10
2878,12878,P001-SO18-M,32,Female,Socks,Clothing,46,USA,New Jersey,M,Silver,Summer,2023,3.6,No,Standard,No,0,Debit Card,0
2879,12879,P001-D20-L,63,Female,Dress,Clothing,86,USA,California,L,Turquoise,Summer,2023,4.3,No,Next Day Air,Yes,13,Bank Transfer,10
2880,12880,P001-B20-XL,62,Female,Blouse,Clothing,57,USA,North Dakota,XL,Turquoise,Winter,2023,4.9,No,Free Shipping,No,0,Debit Card,0
2881,12881,P001-SK1-L,19,Female,Skirt,Clothing,61,USA,Florida,L,Beige,Winter,2023,4.8,No,Store Pickup,No,0,Cash,0
2882,12882,P002-BKPK6-M,38,Female,Backpack,Accessories,90,USA,Texas,M,Cyan,Winter,2023,4.2,No,Free Shipping,No,0,Bank Transfer,0
2883,12883,P001-B7-L,0,Female,Blouse,Clothing,51,USA,Oklahoma,L,Gold,Winter,2023,2.6,No,Store Pickup,No,0,Credit Card,0
2884,12884,P001-SO18-XL,22,Female,Socks,Clothing,48,USA,Rhode Island,XL,Silver,Spring,2023,3.2,No,Standard,No,0,Cash,0
2885,12885,P003-B24-M,55,Female,Boots,Footwear,50,USA,Arkansas,M,Purple,Summer,2023,3.4,No,2-Day Shipping,No,0,Credit Card,0
2886,12886,P002-BKPK22-M,29,Male,Backpack,Accessories,82,USA,Nevada,M,Yellow,Summer,2023,3.5,No,Next Day Air,No,14,Credit Card,0
2887,12887,P002-HT3-L,42,Female,Hat,Accessories,33,USA,Utah,L,Blue,Spring,2023,4.2,No,Free Shipping,No,0,Cash,0
2888,12888,P003-SD3-L,23,Female,Sandals,Footwear,28,USA,Kentucky,L,Blue,Winter,2023,2.8,No,Express,No,12,Cash,0
2889,12889,P001-H9-L,70,Female,Hoodie,Clothing,42,USA,Wisconsin,L,Green,Spring,2023,5,No,2-Day Shipping,Yes,0,Debit Card,10
2890,12890,P002-SG5-M,64,Female,Sunglasses,Accessories,43,USA,Minnesota,M,Charcoal,Fall,2023,3.3,No,Store Pickup,No,0,Debit Card,0
2891,12891,P001-J21-M,39,Female,Jeans,Clothing,55,USA,North Dakota,M,Violet,Winter,2023,3.7,No,Free Shipping,No,0,Credit Card,0
2892,12892,P001-TSHT2-XL,47,Not Available,T-shirt,Clothing,73,USA,Ohio,XL,Black,Winter,2023,2.5,No,Free Shipping,Yes,0,Cash,20
2893,12893,P001-D19-M,22,Female,Dress,Clothing,39,USA,Nevada,M,Teal,Spring,2023,3.2,No,Standard,No,47,Credit Card,0
2894,12894,P002-BLT25-S,69,Female,Belt,Accessories,20,USA,Kentucky,S,Orange,Spring,2023,3.1,No,Free Shipping,No,0,Debit Card,0
2895,12895,P002-J4-S,35,Female,Jewelry,Accessories,32,USA,Kentucky,S,Brown,Spring,2023,3.5,No,Standard,No,0,Debit Card,0
2896,12896,P001-H9-L,56,Female,Hoodie,Clothing,86,USA,Montana,L,Green,Summer,2023,4.6,No,Standard,No,0,Bank Transfer,0
2897,12897,P001-B18-M,30,Male,Blouse,Clothing,91,USA,Delaware,M,Silver,Summer,2023,3.3,No,Free Shipping,No,0,Debit Card,0
2898,12898,P004-J21-L,43,Female,Jacket,Outerwear,59,USA,Montana,L,Violet,Fall,2023,2.5,No,Free Shipping,No,0,Cash,0
2899,12899,P003-SNK15-XL,23,Female,Sneakers,Footwear,33,USA,New Jersey,XL,Peach,Summer,2023,4.6,No,Express,Yes,0,Credit Card,10
2900,12900,P003-B7-M,50,Female,Boots,Footwear,64,USA,Nebraska,M,Gold,Spring,2023,4.2,No,2-Day Shipping,No,0,Bank Transfer,0
2901,12901,P001-B21-XL,0,Female,Blouse,Clothing,67,USA,Maryland,XL,Violet,Winter,2023,4,No,Standard,No,23,Cash,0
2902,12902,P001-B14-L,41,Female,Blouse,Clothing,43,USA,Alabama,L,Olive,Winter,2023,2.6,No,Free Shipping,No,46,Credit Card,0
2903,12903,P003-B25-S,27,Not Available,Boots,Footwear,32,USA,North Carolina,S,Orange,Spring,2023,4.6,No,Standard,No,0,Credit Card,0
2904,12904,P002-SCF19-S,38,Female,Scarf,Accessories,39,USA,Delaware,S,Teal,Spring,2023,3.5,No,2-Day Shipping,No,0,Credit Card,0
2905,12905,P003-SD8-M,41,Female,Sandals,Footwear,41,USA,Iowa,M,Gray,Spring,2023,4,No,2-Day Shipping,No,0,Debit Card,0
2906,12906,P002-SG2-L,0,Female,Sunglasses,Accessories,53,USA,New York,L,Black,Winter,2023,4.8,No,Standard,No,0,Debit Card,0
2907,12907,P004-C10-M,58,Male,Coat,Outerwear,27,USA,Virginia,M,Indigo,Spring,2023,3.9,No,Standard,No,0,Debit Card,0
2908,12908,P002-SG11-XL,19,Female,Sunglasses,Accessories,82,USA,Maryland,XL,Lavender,Summer,2023,3.7,No,Next Day Air,Yes,0,Debit Card,20
2909,12909,P001-B1-M,0,Female,Blouse,Clothing,87,USA,Texas,M,Beige,Winter,2023,3.1,No,Store Pickup,No,0,Debit Card,0
2910,12910,P002-BKPK10-M,27,Female,Backpack,Accessories,78,USA,Louisiana,M,Indigo,Winter,2023,3,No,Next Day Air,Yes,0,Credit Card,10
2911,12911,P002-BLT3-M,0,Female,Belt,Accessories,32,USA,Mississippi,M,Blue,Summer,2023,2.9,No,Store Pickup,No,41,Credit Card,0
2912,12912,P001-SO25-XL,28,Female,Socks,Clothing,38,USA,Ohio,XL,Orange,Fall,2023,2.9,No,Next Day Air,Yes,0,Debit Card,10
